1.538555764999837905e+01 2.237443507674839183e-01 3.399474254796314519e+06
1.498933765590640022e+01 2.356634170674959949e-01 2.671928620746210683e+06
1.465685598443328708e+01 2.486871473040427327e-01 2.086918887055663392e+06
1.434899231622860860e+01 2.628943488535234740e-01 1.625053057891196804e+06
1.408333270562047446e+01 2.783471809741670522e-01 1.263025021488419501e+06
1.385360006423739776e+01 2.951157462752158622e-01 9.800130664906277088e+05
1.365176470295932099e+01 3.132667460087750211e-01 7.573008686689636670e+05
1.348587362093996056e+01 3.328675314089630244e-01 5.794632440533346962e+05
1.334551435708932132e+01 3.539837988164293847e-01 4.512475909954549279e+05
1.322574429661400508e+01 3.766850375548984609e-01 3.474105917744222679e+05
1.313491701818486135e+01 4.010419265814876844e-01 2.672733365522245294e+05
1.306067753760731343e+01 4.271140092267985411e-01 2.055050606346237473e+05
1.301346847533328344e+01 4.549393345953017809e-01 1.582903943045387277e+05
1.297776593049998972e+01 4.846102831787236775e-01 1.218062360717819538e+05
1.295972197605211740e+01 5.161762205141391391e-01 9.398611094897770090e+04
1.295884517171067962e+01 5.496972588061022069e-01 7.244287481771616149e+04
1.296842483318346417e+01 5.851875726933817301e-01 5.591040655344757397e+04
1.299305976886528313e+01 6.227114901570451888e-01 4.325968703881815600e+04
1.302550125989646013e+01 6.623049501690988494e-01 3.347451033396667481e+04
1.306724318401554186e+01 7.039963186015488761e-01 2.596819105562431287e+04
1.311974250303949852e+01 7.477814547969104941e-01 2.013094873477928195e+04
1.317951725752794090e+01 7.937051722248232855e-01 1.565323050127084025e+04
1.324733136736666239e+01 8.417643767318496728e-01 1.221799618710265167e+04
1.331901394614744838e+01 8.919281889837351596e-01 9.538163369232484911e+03
1.339475414490113181e+01 9.441656230055649468e-01 7.470551550204653722e+03
1.347735051068543122e+01 9.984785359213518285e-01 5.861593969925083911e+03
1.356225394767587389e+01 1.054797566741984438e+00 4.599462753962865463e+03
1.364861680834607149e+01 1.113084224439201408e+00 3.630481903533380773e+03
1.373923826303705908e+01 1.173225357817839098e+00 2.872220431940650087e+03
1.383003749233515656e+01 1.235174326704055359e+00 2.276210068606380446e+03
1.392335334137720970e+01 1.298799281968869401e+00 1.805911853565340380e+03
1.401388513363567689e+01 1.364000103380788476e+00 1.439623736251502123e+03
1.410551114023000707e+01 1.430659234821008319e+00 1.151543450077735770e+03
1.419686321652408445e+01 1.498629741636777535e+00 9.124406441345688563e+02
1.428653932992572351e+01 1.567764086278663704e+00 7.333837523840755921e+02
1.437588891392898915e+01 1.637890144295212291e+00 5.971945765108749811e+02
1.446120725307186561e+01 1.708849457526200100e+00 4.832680562374021633e+02
1.454511841384736393e+01 1.780466556095905428e+00 3.917968862730132855e+02
1.462593280553454456e+01 1.852554938377486415e+00 3.191537107550170163e+02
1.470390225676294804e+01 1.924872617526686147e+00 2.604289293322120216e+02
1.478054553836884999e+01 1.997169786294421323e+00 2.135407415117482230e+02
1.484784071069841183e+01 2.069098822844941843e+00 1.756966375329275252e+02
1.491575827227488382e+01 2.140312292746988643e+00 1.450682628441025486e+02
1.497310547529591673e+01 2.210476658147598084e+00 1.203387158063428757e+02
1.502786220463288558e+01 2.279272850813108153e+00 1.003617736411055716e+02
1.507784597529502690e+01 2.346413868549533266e+00 8.397536291777670669e+01
1.512199891721905232e+01 2.411581660217947398e+00 7.067046696992970567e+01
1.515717779177471591e+01 2.474473701228125933e+00 5.975197238067387673e+01
1.518570098759249909e+01 2.534861276439529298e+00 5.077001836044696148e+01
1.520867193125823214e+01 2.592482437530393202e+00 4.341247991273110074e+01
1.522438863995034097e+01 2.647133358042412787e+00 3.727794421451121565e+01
1.523323763540208020e+01 2.698599585159890513e+00 3.220705079721164310e+01
1.523631631674363440e+01 2.746727085924311584e+00 2.796204723834897266e+01
1.522903008291251936e+01 2.791380992955915463e+00 2.442044647009932135e+01
1.521654882729955460e+01 2.832418331553555824e+00 2.144589699624888723e+01
1.519683337196571316e+01 2.869741342106605586e+00 1.893948492584219778e+01
1.517040002911967633e+01 2.903310707001729885e+00 1.680674980467035340e+01
1.513669485309196538e+01 2.933123095484867271e+00 1.500644142182414598e+01
1.509745401050156488e+01 2.959324519466747017e+00 1.348148595331540989e+01
1.505198921897831354e+01 2.982005710705837309e+00 1.216667909875535081e+01
1.499996146928428686e+01 3.001271691517632512e+00 1.104249435087792364e+01
1.494328294783043098e+01 3.017287842897702355e+00 1.005794278008454867e+01
1.488134993384628757e+01 3.030173414738798421e+00 9.201611132550075567e+00
1.481469192524934719e+01 3.040075467366712303e+00 8.456401004411391753e+00
1.474365387873559996e+01 3.047135705216943879e+00 7.815949735961517320e+00
1.466901232278770273e+01 3.051514548526273796e+00 7.244401748065232738e+00
1.459049327894050840e+01 3.053358257286501676e+00 6.742491808561418054e+00
1.450942775073179369e+01 3.052797796659963758e+00 6.299979066510377201e+00
1.442417832231862285e+01 3.049975723564515739e+00 5.916528322687558017e+00
1.433799592464934847e+01 3.045070745845281035e+00 5.563020778126212207e+00
1.424806906180786470e+01 3.038180861874492322e+00 5.253739792629358973e+00
1.415669999061273288e+01 3.029460907320901342e+00 4.987172271953030034e+00
1.406395752019190937e+01 3.019051514801655678e+00 4.741104986322295822e+00
1.396956587766580782e+01 3.007066223831220242e+00 4.524747214500414394e+00
1.387434076657534732e+01 2.993635382674056267e+00 4.334275784868889758e+00
1.377823794912049138e+01 2.978879942417866467e+00 4.159947546038443633e+00
1.368155291137727048e+01 2.962920055525954943e+00 4.008575697212956257e+00
1.358448790322336031e+01 2.945858450136380924e+00 3.873786623256098238e+00
1.348723162571042700e+01 2.927805472858833191e+00 3.753380532019207738e+00
1.339065807807792474e+01 2.908866164168533608e+00 3.639118332105052644e+00
1.329323423435062601e+01 2.889128091789713526e+00 3.555268647455167574e+00
1.319737570447241559e+01 2.868688899773022438e+00 3.472408026382038937e+00
1.310181865261359135e+01 2.847636945912592310e+00 3.400209140539862229e+00
1.300713507784592871e+01 2.826057533089441076e+00 3.338473307271595747e+00
1.291361963713524297e+01 2.804028154152940377e+00 3.275350540546872136e+00
1.282105180121630106e+01 2.781609798388070320e+00 3.245166720911553782e+00
1.272954706528595281e+01 2.758900640766436929e+00 3.207944795234752178e+00
1.263978245153415969e+01 2.735935666094446272e+00 3.180317023887263783e+00
1.255148412769570498e+01 2.712798062290270096e+00 3.148933264735244819e+00
1.246459394798540110e+01 2.689563912655946076e+00 3.149260980475435900e+00
1.238010933935425761e+01 2.666241065007838973e+00 3.138474478861369654e+00
1.229685682957681081e+01 2.642916845279871030e+00 3.137409990642691326e+00
1.221598004534064330e+01 2.619614824109157247e+00 3.146650547937730025e+00
1.213622836203571786e+01 2.596327935882593252e+00 3.153261662537506282e+00
1.205812505982884986e+01 2.573008760947136597e+00 3.170849456701120062e+00
1.198191678803345361e+01 2.549833646443204760e+00 3.180580820220106464e+00
1.190787728769313425e+01 2.526985229723813564e+00 3.207607146680973464e+00
1.183830591229763485e+01 2.504768221345269552e+00 3.252683933826335583e+00
1.177394454132727830e+01 2.483574884921241566e+00 3.288805999633423571e+00
1.171862566378066361e+01 2.464418464230912598e+00 3.326775563222898580e+00
