1.550982551689759603e+01 2.191799393479931801e-01 3.683552447462830693e+06
1.521556533927400778e+01 2.270752697658225683e-01 3.120450497526980005e+06
1.493795348809550383e+01 2.352978353893331320e-01 2.619271653424969409e+06
1.468228204038508977e+01 2.438686141782344663e-01 2.207719890292606782e+06
1.444160769803380084e+01 2.527690329625035814e-01 1.855429727693457156e+06
1.422842523711945084e+01 2.620273772576959259e-01 1.561560551770779537e+06
1.403410566397686488e+01 2.716477304332330367e-01 1.314042311517501948e+06
1.384388690801544186e+01 2.816383638134442036e-01 1.110443923430523602e+06
1.367643800776157548e+01 2.920120216743055108e-01 9.355410365498090396e+05
1.352290763665461526e+01 3.027569660100326021e-01 7.863824978716364130e+05
1.337680001487557213e+01 3.138949119672927446e-01 6.648907003701777430e+05
1.324757529197192341e+01 3.254225574233057805e-01 5.604475343371677445e+05
1.312074840798748099e+01 3.373630392979892201e-01 4.733922749317209818e+05
1.300441519922303080e+01 3.497137484739304969e-01 3.996627056323532597e+05
1.289717241571545436e+01 3.624800050630255233e-01 3.373726683059773641e+05
1.280321763235586907e+01 3.756673606893231598e-01 2.854874859565040679e+05
1.270903041337657058e+01 3.892832569047897651e-01 2.407751074534088257e+05
1.262674993902618858e+01 4.033315085768581221e-01 2.037352082602043811e+05
1.254989230810460654e+01 4.178053953201792958e-01 1.724365359401380701e+05
1.247919221767897646e+01 4.327194449898597584e-01 1.459447196346160781e+05
1.241361543022177649e+01 4.480836687162511600e-01 1.236662872277913702e+05
1.234490153893116826e+01 4.638793817147957577e-01 1.048346375769732986e+05
1.229602980203845775e+01 4.800957681311139313e-01 8.867921427762892563e+04
1.224224401181913713e+01 4.967556197212075753e-01 7.536630292083353561e+04
1.219528142358531575e+01 5.138516505223579278e-01 6.405025882744234696e+04
1.214874231288036022e+01 5.313880723652110172e-01 5.436673629646616610e+04
1.210962271959901848e+01 5.493578533689774668e-01 4.624230456630141998e+04
1.206778397931512536e+01 5.677646651410996892e-01 3.931530851232203713e+04
1.203266224143194485e+01 5.865401418389717403e-01 3.349207780693998211e+04
1.199957402358174896e+01 6.057918794418231112e-01 2.850048221107482459e+04
1.196733643997987606e+01 6.255113650086242538e-01 2.432325958501554487e+04
1.193820525245151920e+01 6.457946539520859064e-01 2.067240316867649381e+04
1.191021377979235396e+01 6.666757240896159509e-01 1.766053483281710214e+04
1.188433384709461471e+01 6.881814880514397492e-01 1.501909550497075361e+04
1.186048239330437681e+01 7.103617350642479344e-01 1.280576319856103510e+04
1.183832671964431960e+01 7.332019055503075089e-01 1.079523826670404378e+04
1.181764788804045629e+01 7.567658063960549519e-01 9.242760949826479191e+03
1.179970844068485825e+01 7.810194293667328536e-01 7.852618933356249727e+03
1.178334893223265212e+01 8.059859638735349385e-01 6.679685060656001042e+03
1.176652231308170471e+01 8.316892828291839734e-01 5.665151874279275034e+03
1.175335067836408243e+01 8.580790856927276167e-01 4.820418292654270772e+03
1.174380547601168701e+01 8.851715493494766163e-01 4.094511987696012966e+03
1.173114528700151915e+01 9.129577412244958001e-01 3.476110144724564179e+03
1.172161344458270271e+01 9.414053190050433173e-01 2.953669795976232308e+03
1.170985910594939838e+01 9.705010782812351078e-01 2.510658743331146525e+03
1.170415182179451108e+01 1.000205391048024861e+00 2.135162748358965018e+03
1.170006137969265581e+01 1.030512597252938090e+00 1.816173160213410029e+03
1.169131955175181048e+01 1.061372809800315231e+00 1.547197652173893403e+03
1.168820226745952873e+01 1.092753615165508174e+00 1.318311511870460890e+03
1.168275834673746871e+01 1.124609497983865447e+00 1.123713698345480680e+03
1.167562226754642474e+01 1.156922881281741589e+00 9.524609735754668236e+02
1.167151444245981118e+01 1.189609475287156215e+00 8.195731596296977841e+02
1.166654018618316435e+01 1.222644388454389830e+00 6.961112317973535255e+02
1.166411813068739001e+01 1.255969905065446257e+00 5.997399137974704217e+02
1.165944358981680828e+01 1.289482892077669529e+00 5.120660490220722068e+02
1.165430011053321557e+01 1.323053614265357059e+00 4.416648955924233064e+02
1.165026152242331037e+01 1.356554671585790794e+00 3.801654062074892977e+02
1.164306830171446450e+01 1.389839673301511036e+00 3.280864920549237809e+02
1.163615380368856478e+01 1.422803209006928915e+00 2.837357817119888068e+02
1.162648008352169704e+01 1.455297510547539863e+00 2.461533476041137476e+02
1.161832958886755662e+01 1.487185223225319319e+00 2.140825137345926805e+02
1.160645983499885325e+01 1.518350085317735410e+00 1.868022856351345808e+02
1.159452427231807015e+01 1.548685462961634673e+00 1.634266632978963401e+02
1.157884736341406828e+01 1.578084755676604667e+00 1.435086899975575818e+02
1.156150799784882999e+01 1.606391672281304972e+00 1.264784939619848387e+02
1.154262135024576175e+01 1.633551903013614748e+00 1.118235448061490587e+02
1.152066894978875311e+01 1.659453170999196203e+00 9.885406866074303878e+01
1.149716323260173034e+01 1.684010076152269164e+00 8.801337697950360450e+01
1.147040353886688813e+01 1.707127697855280735e+00 7.909208947780574306e+01
1.144133017595775037e+01 1.728760764223417068e+00 7.103909778170799427e+01
1.140963332953841736e+01 1.748827908984656565e+00 6.404051985504305833e+01
1.137622107365519852e+01 1.767287015438509634e+00 5.800547016478125784e+01
1.134018581143525850e+01 1.784082224763270608e+00 5.265798578049263057e+01
1.130106688685878957e+01 1.799171568008386624e+00 4.806396179662436907e+01
1.126022608030162786e+01 1.812541558730138780e+00 4.404607490590846908e+01
1.121719124795526490e+01 1.824148147340108661e+00 4.040567096428213745e+01
1.117191842972983196e+01 1.833961986485023621e+00 3.739633311980689001e+01
1.112429476388821037e+01 1.842001521153306065e+00 3.487674099747901124e+01
1.107576532489712307e+01 1.848255900333365842e+00 3.253434506699097994e+01
1.102429389476406740e+01 1.852707867395799068e+00 3.052437576046878931e+01
1.097286016962500277e+01 1.855381821704488177e+00 2.881495079057867770e+01
1.091908675562035569e+01 1.856287965910302873e+00 2.732342541670842451e+01
1.086572954578937988e+01 1.855453493750612415e+00 2.595286168049860720e+01
1.081112701350443217e+01 1.852882967088389732e+00 2.499268248818963656e+01
1.075874973655234612e+01 1.848658115976283156e+00 2.414684256766373593e+01
1.070704333900439487e+01 1.842854599159337470e+00 2.352025580693416629e+01
1.065788579044443019e+01 1.835474771300413810e+00 2.306237361783679773e+01
1.060504655115589578e+01 1.826687920151948363e+00 2.267735073731709150e+01
1.054927456633695826e+01 1.816729248766244531e+00 2.233707065170349892e+01
1.048992734376938252e+01 1.805879402757589514e+00 2.199754200191251741e+01
1.042675546803122799e+01 1.794302126476236880e+00 2.164865290672301867e+01
1.036079522483602489e+01 1.782164145963336388e+00 2.121392877945029554e+01
1.029110069001320582e+01 1.769595770242669897e+00 2.090094641175822332e+01
1.021873436557284798e+01 1.756699493501288067e+00 2.043163024119365190e+01
1.014289975341720584e+01 1.743581240940201393e+00 2.000073648509084379e+01
1.006526348776099944e+01 1.730332686320842361e+00 1.953407077348011711e+01
9.986197731166662095e+00 1.717020178904236083e+00 1.909072374824284424e+01
9.901882528111995541e+00 1.703743808607403931e+00 1.856585980213352371e+01
9.817294921857985912e+00 1.690552965783182815e+00 1.800300182947674443e+01
9.731312824757919699e+00 1.677523448333051670e+00 1.736512314328000173e+01
